date,configuration,customer_postcode,store_postcode,retail_price,screen_size_in_inches,battery_life_in_hours,ram_in_gb,processor_speeds_in_ghz,integrated_wireless?,hd_size_in_gb,bundled_applications?,OS X Customer,OS Y Customer,OS X Store,OS Y Store,customer_store_distance
1/1/2008 6:56,357,SW7 4SS,SW1V 4QQ,605,15,6,2,2.0,Yes,120,Yes,526296,178821,528924,178440,2655.474534
1/1/2008 6:56,289,W1B 5QH,SW1P 3AU,470,15,6,1,1.5,Yes,40,Yes,529151,181043,529902,179641,1590.4732
1/1/2008 7:02,213,SE1 2JX,E2 0RY,525,15,5,2,2.0,Yes,120,Yes,533647,179825,535652,182961,3722.16617
1/1/2008 7:04,51,W1F 9QP,SW1V 4QQ,460,15,4,2,1.5,Yes,80,Yes,529381,181006,528924,178440,2606.377755
1/1/2008 7:06,339,EC4R 0AT,E2 0RY,560,15,6,2,1.5,Yes,80,Yes,532690,180844,535652,182961,3640.759948
1/1/2008 7:14,23,WC2R 3LD,SW1V 4QQ,515,15,4,1,2.0,Yes,300,Yes,531026,180989,528924,178440,3303.907535
1/1/2008 7:19,176,NW6 7JR,W10 6HQ,465,15,5,1,2.0,No,300,No,524885,184280,524190,181567,2800.606006
1/1/2008 7:26,354,SE10 8RT,SE8 3JD,495,15,6,2,2.0,Yes,40,No,538307,177164,537175,177885,1342.112141
1/1/2008 7:32,195,W2 1HB,W10 6HQ,480,15,5,2,1.5,Yes,80,Yes,526556,181417,524190,181567,2370.750092
1/1/2008 7:49,202,WC1N 3NB,SW1P 3AU,370,15,5,2,1.5,No,40,No,530613,182019,529902,179641,2482.016317
1/1/2008 7:52,313,EC1Y 8JH,SE1 2BN,475,15,6,1,2.0,No,40,Yes,532407,182113,534057,179682,2938.070966
1/1/2008 8:11,348,N13 4JD,N3 1DH,490,15,6,2,1.5,No,80,No,531165,192973,525109,190628,6494.163611
1/1/2008 8:13,311,WC2R 3JJ,SW1P 3AU,615,15,6,1,2.0,Yes,300,Yes,531071,181014,529902,179641,1803.244298
1/1/2008 8:21,176,W1H 1DG,SW1V 4QQ,465,15,5,1,2.0,No,300,No,527601,181753,528924,178440,3567.393727
1/1/2008 8:23,57,EC1A 9LB,SE1 2BN,400,15,4,2,1.5,No,40,Yes,531750,181642,534057,179682,3027.184996
1/1/2008 8:24,363,N1 9HS,NW5 2QH,565,15,6,2,2.0,No,80,Yes,531190,183162,529248,185213,2824.529164
1/1/2008 8:29,294,WC2N 6NE,SE1 2BN,480,15,6,1,1.5,Yes,120,No,530334,180450,534057,179682,3801.388299
1/1/2008 8:30,197,W1H 5HE,W10 6HQ,500,15,5,2,1.5,Yes,120,Yes,527402,181468,524190,181567,3213.525323
1/1/2008 8:32,159,WC1N 3LZ,SW1V 4QQ,490,15,5,1,1.5,No,300,Yes,530598,182132,528924,178440,4053.780951
1/1/2008 8:38,302,SE1 0LH,SE1 2BN,460,15,6,1,1.5,No,120,No,531942,180037,534057,179682,2144.586207
1/1/2008 8:40,306,EC2A 2ER,E2 0RY,445,15,6,1,2.0,Yes,40,No,532961,181912,535652,182961,2888.231639
1/1/2008 8:45,14,SW4 6DZ,SW12 9HD,360,15,4,1,1.5,No,120,No,529511,175809,528739,173080,2836.093264
1/1/2008 8:50,167,SE1 8NY,SW1V 4QQ,535,15,5,1,2.0,Yes,300,Yes,531629,180315,528924,178440,3291.299136
1/1/2008 9:03,348,W1P 3RE,NW5 2QH,490,15,6,2,1.5,No,80,No,529331,181375,529248,185213,3838.897368
1/1/2008 9:18,292,W1W 5QU,SW1V 4QQ,460,15,6,1,1.5,Yes,80,No,528866,182122,528924,178440,3682.456789
1/1/2008 9:24,15,EC1R 0DY,SW1P 3AU,470,15,4,1,1.5,No,300,Yes,531497,182177,529902,179641,2995.88401
1/1/2008 9:27,340,E1 8EN,SW1P 3AU,510,15,6,2,1.5,Yes,80,No,533957,181264,529902,179641,4367.740148
1/1/2008 9:51,337,EC2A 2ER,SW1P 3AU,520,15,6,2,1.5,Yes,40,Yes,532961,181912,529902,179641,3809.845404
1/1/2008 9:52,296,SW11 2JU,SW1V 4QQ,540,15,6,1,1.5,Yes,300,No,527712,175806,528924,178440,2899.465468
1/1/2008 9:53,29,SE1 0LH,SW1V 4QQ,435,15,4,1,2.0,No,120,Yes,531942,180037,528924,178440,3414.488688
1/1/2008 10:03,308,SW14 7QR,W4 3PH,485,15,6,1,2.0,Yes,80,No,520351,176144,519585,177640,1680.705804
1/1/2008 10:06,11,W8 7LN,SW1V 4QQ,390,15,4,1,1.5,No,80,Yes,525385,180169,528924,178440,3938.776714
1/1/2008 10:06,360,KT1 3DS,KT2 5AU,615,15,6,2,2.0,Yes,300,No,518828,169123,517917,170243,1443.71777
1/1/2008 10:06,68,SE16 2HB,SE1 2BN,435,15,4,2,2.0,Yes,80,No,534742,178789,534057,179682,1125.466126
1/1/2008 10:30,352,W4 5TF,W10 6HQ,570,15,6,2,1.5,No,300,No,520512,178524,524190,181567,4773.628913
1/1/2008 10:39,310,E1 8AH,E2 0RY,505,15,6,1,2.0,Yes,120,No,533699,181198,535652,182961,2631.041239
1/1/2008 10:45,55,SE1 0LH,SW1P 3AU,540,15,4,2,1.5,Yes,300,Yes,531942,180037,529902,179641,2078.079883
1/1/2008 10:55,299,SE25 6NJ,SW12 9HD,490,15,6,1,1.5,No,80,Yes,533252,168091,528739,173080,6727.353863
1/1/2008 10:56,357,W1W 6PS,SW1V 4QQ,605,15,6,2,2.0,Yes,120,Yes,528980,181740,528924,178440,3300.475117
1/1/2008 10:57,311,W1T 3PG,NW5 2QH,615,15,6,1,2.0,Yes,300,Yes,529326,181445,529248,185213,3768.807238
1/1/2008 11:00,299,EC4A 4AB,SW1V 4QQ,490,15,6,1,1.5,No,80,Yes,531630,181364,528924,178440,3983.994478
1/1/2008 11:09,201,NW1 8QU,W10 6HQ,420,15,5,2,1.5,No,40,Yes,528711,184190,524190,181567,5226.812604
1/1/2008 11:18,362,SW1H 0DB,SW1P 3AU,475,15,6,2,2.0,No,40,No,529656,179545,529902,179641,264.068173
1/1/2008 11:31,56,W1W 7QL,SW1V 4QQ,490,15,4,2,1.5,Yes,300,No,529131,181596,528924,178440,3162.781213
1/1/2008 11:33,345,SW4 7EX,SW1P 3AU,500,15,6,2,1.5,No,40,Yes,529925,175086,529902,179641,4555.058068
1/1/2008 11:37,315,E15 4BQ,E2 0RY,515,15,6,1,2.0,No,80,Yes,538979,184356,535652,182961,3607.624426
1/1/2008 11:41,357,SE16 4QZ,E2 0RY,605,15,6,2,2.0,Yes,120,Yes,534348,179162,535652,182961,4016.567813
1/1/2008 11:48,154,W1T 2AW,NW5 2QH,320,15,5,1,1.5,No,40,No,529435,181786,529248,185213,3432.098192
1/1/2008 11:56,18,EC4Y 1DG,SW1V 4QQ,345,15,4,1,2.0,Yes,40,No,531563,181154,528924,178440,3785.5141
1/1/2008 12:18,209,SW11 1RU,SW1V 4QQ,465,15,5,2,2.0,Yes,40,Yes,527337,175463,528924,178440,3373.588297
1/1/2008 12:21,290,E1 4TP,SE1 2BN,420,15,6,1,1.5,Yes,40,No,535074,181974,534057,179682,2507.499352
1/1/2008 12:24,70,W1U 1QB,SW1P 3AU,455,15,4,2,2.0,Yes,120,No,528416,181286,529902,179641,2216.804231
1/1/2008 12:24,302,SE5 8RS,SW1V 4QQ,460,15,6,1,1.5,No,120,No,532566,176473,528924,178440,4139.233383
1/1/2008 12:24,362,SW1X 7NR,W10 6HQ,475,15,6,2,2.0,No,40,No,528177,179652,524190,181567,4423.052566
1/1/2008 12:27,307,E10 6AE,E7 8NW,535,15,6,1,2.0,Yes,80,Yes,537922,188074,541428,184515,4995.849978
1/1/2008 12:29,223,EC4Y 1DG,SW1V 4QQ,565,15,5,2,2.0,No,300,Yes,531563,181154,528924,178440,3785.5141
1/1/2008 12:29,219,NW1 4EE,NW5 2QH,485,15,5,2,2.0,No,80,Yes,528846,182533,529248,185213,2709.982288
1/1/2008 12:40,347,WC2E 9EB,SW1V 4QQ,540,15,6,2,1.5,No,80,Yes,530180,180857,528924,178440,2723.862148
1/1/2008 12:41,79,W1D 7PJ,SW1P 3AU,545,15,4,2,2.0,No,300,Yes,529602,180888,529902,179641,1282.579042
1/1/2008 12:45,357,N1 1HW,NW5 2QH,605,15,6,2,2.0,Yes,120,Yes,531208,183994,529248,185213,2308.150992
1/1/2008 12:51,350,WC2E 8RF,SE1 2BN,510,15,6,2,1.5,No,120,No,530351,180907,534057,179682,3903.211626
1/1/2008 13:08,362,SE23 3HE,CR7 8LE,475,15,6,2,2.0,No,40,No,535352,172957,532714,168302,5350.520442
1/1/2008 13:09,157,EC1V 4PH,NW5 2QH,430,15,5,1,1.5,No,120,Yes,531676,182495,529248,185213,3644.544965
1/1/2008 13:32,64,NW6 4JD,SW1P 3AU,470,15,4,2,1.5,No,300,No,525187,183969,529902,179641,6400.219449
1/1/2008 13:44,176,SE10 9NW,SE1 2BN,465,15,5,1,2.0,No,300,No,538670,178069,534057,179682,4886.874052
1/1/2008 13:54,367,W1U 1QB,SW1P 3AU,645,15,6,2,2.0,No,300,Yes,528416,181286,529902,179641,2216.804231
1/1/2008 14:12,319,N1 0AX,NW5 2QH,595,15,6,1,2.0,No,300,Yes,530352,183650,529248,185213,1913.579107
1/1/2008 14:15,320,EC3N 1AL,E2 0RY,545,15,6,1,2.0,No,300,No,533713,181220,535652,182961,2605.916729
1/1/2008 14:20,302,NW1 8XD,SW1P 3AU,460,15,6,1,1.5,No,120,No,527857,184048,529902,179641,4858.361246
1/1/2008 14:22,203,W1U 2SA,SW1V 4QQ,460,15,5,2,1.5,No,80,Yes,528476,181338,528924,178440,2932.423571
1/1/2008 14:23,316,EC4N 4SJ,E2 0RY,465,15,6,1,2.0,No,80,No,532386,181018,535652,182961,3800.263807
1/1/2008 14:48,315,W1P 3RE,SW1V 4QQ,515,15,6,1,2.0,No,80,Yes,529331,181375,528924,178440,2963.085216
1/1/2008 14:53,4,W1G 0PP,SW1P 3AU,360,15,4,1,1.5,Yes,80,No,528909,181315,529902,179641,1946.361991
1/1/2008 14:58,302,WC2B 5QD,SW1P 3AU,460,15,6,1,1.5,No,120,No,530284,181357,529902,179641,1758.004551
1/1/2008 15:02,301,NW3 2QE,NW5 2QH,510,15,6,1,1.5,No,120,Yes,527275,185569,529248,185213,2004.860344
1/1/2008 15:16,55,W1X 7FJ,SW1V 4QQ,540,15,4,2,1.5,Yes,300,Yes,528511,180346,528924,178440,1950.232037
1/1/2008 15:28,359,W2 1PU,SW1P 3AU,665,15,6,2,2.0,Yes,300,Yes,527090,181506,529902,179641,3374.25088
1/1/2008 15:29,80,W1W 7JB,SW1V 4QQ,495,15,4,2,2.0,No,300,No,529107,181473,528924,178440,3038.515756
1/1/2008 15:32,29,SE26 5HB,SW12 9HD,435,15,4,1,2.0,No,120,Yes,535838,171458,528739,173080,7281.942392
1/1/2008 15:35,202,W1T 6QF,NW5 2QH,370,15,5,2,1.5,No,40,No,529015,182065,529248,185213,3156.610999
1/1/2008 15:43,213,SE1 7NZ,SW1V 4QQ,525,15,5,2,2.0,Yes,120,Yes,530828,179790,528924,178440,2334.034276
1/1/2008 15:44,5,SE14 6LA,SE8 3JD,430,15,4,1,1.5,Yes,120,Yes,536682,177068,537175,177885,954.2211484
1/1/2008 15:52,292,W1H 4LQ,SW1V 4QQ,460,15,6,1,1.5,Yes,80,No,527356,181537,528924,178440,3471.315745
1/1/2008 15:53,58,E1W 3SP,SE1 2BN,350,15,4,2,1.5,No,40,No,535141,180359,534057,179682,1278.039514
1/1/2008 15:55,310,N1 0AX,SW1P 3AU,505,15,6,1,2.0,Yes,120,No,530352,183650,529902,179641,4034.17662
1/1/2008 15:59,80,SE14 6TY,E2 0RY,495,15,4,2,2.0,No,300,No,536890,176999,535652,182961,6089.177941
1/1/2008 16:03,312,N4 2DE,E2 0RY,565,15,6,1,2.0,Yes,300,No,532006,187461,535652,182961,5791.659175
1/1/2008 16:09,80,W1T 1HH,NW5 2QH,495,15,4,2,2.0,No,300,No,529654,181374,529248,185213,3860.408916
1/1/2008 16:14,303,SE8 4RZ,SE1 2BN,570,15,6,1,1.5,No,300,Yes,537374,176949,534057,179682,4297.880641
1/1/2008 16:16,65,KT2 7PX,W4 3PH,445,15,4,2,2.0,Yes,40,Yes,519504,170070,519585,177640,7570.433343
1/1/2008 16:24,357,SE26 4QY,SW12 9HD,605,15,6,2,2.0,Yes,120,Yes,534965,172166,528739,173080,6292.73168
1/1/2008 16:25,358,SE3 9LE,SE1 2BN,555,15,6,2,2.0,Yes,120,No,539632,175992,534057,179682,6685.560934
1/1/2008 16:29,63,SE11 4XD,SW1P 3AU,520,15,4,2,1.5,No,300,Yes,531440,178481,529902,179641,1926.407018
1/1/2008 16:37,199,EC1Y 8JH,SE1 2BN,560,15,5,2,1.5,Yes,300,Yes,532407,182113,534057,179682,2938.070966
1/1/2008 16:40,169,CR0 1NF,SW18 1NN,395,15,5,1,2.0,No,40,Yes,532365,165028,525155,175180,12451.79521
1/1/2008 16:42,167,SE1 8QA,SW1P 3AU,535,15,5,1,2.0,Yes,300,Yes,531417,179785,529902,179641,1521.828177
1/1/2008 16:42,302,SE22 8EW,SW12 9HD,460,15,6,1,1.5,No,120,No,533835,175187,528739,173080,5514.405226
1/1/2008 16:48,149,W1F 0QA,SW1V 4QQ,450,15,5,1,1.5,Yes,120,Yes,529509,181083,528924,178440,2706.967676
1/1/2008 16:57,316,W1J 7QQ,SW1P 3AU,465,15,6,1,2.0,No,80,No,528745,180265,529902,179641,1314.543647
1/1/2008 16:58,352,N1 9NL,NW5 2QH,570,15,6,2,1.5,No,300,No,530455,182970,529248,185213,2547.135254
1/1/2008 17:02,74,SW19 5BA,KT2 5AU,375,15,4,2,2.0,No,40,No,523809,171172,517917,170243,5964.788764
1/1/2008 17:03,175,W11 1PY,SW1P 3AU,515,15,5,1,2.0,No,300,Yes,524367,181248,529902,179641,5763.564349
1/1/2008 17:05,175,EC1V 9NU,SE1 2BN,515,15,5,1,2.0,No,300,Yes,532658,182636,534057,179682,3268.534381
1/1/2008 17:05,24,E1 6TD,SW1P 3AU,465,15,4,1,2.0,Yes,300,No,534019,181532,529902,179641,4530.515423
1/1/2008 17:06,176,EC1V 7DT,E2 0RY,465,15,5,1,2.0,No,300,No,531923,182519,535652,182961,3755.10386
1/1/2008 17:06,197,SE19 2EZ,SE8 3JD,500,15,5,2,1.5,Yes,120,Yes,533543,170496,537175,177885,8233.392071
1/1/2008 17:07,349,W1H 7PP,SW1P 3AU,560,15,6,2,1.5,No,120,Yes,527732,181195,529902,179641,2669.04777
1/1/2008 17:15,208,NW1 2HR,SW1V 4QQ,490,15,5,2,1.5,No,300,No,529342,182608,528924,178440,4188.907734
1/1/2008 17:16,75,SE17 1RL,SW1V 4QQ,465,15,4,2,2.0,No,80,Yes,532311,178368,528924,178440,3387.765193
1/1/2008 17:20,348,WC2R 2PP,SW1V 4QQ,490,15,6,2,1.5,No,80,No,531065,180778,528924,178440,3170.193212
1/1/2008 17:24,80,E1W 1AP,SE1 2BN,495,15,4,2,2.0,No,300,No,534023,180622,534057,179682,940.6146926
1/1/2008 17:25,202,E15 4NL,E2 0RY,370,15,5,2,1.5,No,40,No,539302,184866,535652,182961,4117.222972
1/1/2008 17:38,196,W1T 1DG,NW5 2QH,430,15,5,2,1.5,Yes,80,No,529584,181554,529248,185213,3674.39478
1/1/2008 17:45,223,SE1 2LX,E2 0RY,565,15,5,2,2.0,No,300,Yes,533720,180029,535652,182961,3511.302892
1/1/2008 17:46,208,W1X 7FJ,SW1P 3AU,490,15,5,2,1.5,No,300,No,528511,180346,529902,179641,1559.456957
1/1/2008 17:53,176,EC1V 7DT,SE1 2BN,465,15,5,1,2.0,No,300,No,531923,182519,534057,179682,3550.003521
1/1/2008 18:14,80,SE6 4RE,SE1 2BN,495,15,4,2,2.0,No,300,No,537385,173593,534057,179682,6939.128548
1/1/2008 18:20,308,SE19 1TQ,SW12 9HD,485,15,6,1,2.0,Yes,80,No,533442,170754,528739,173080,5246.759476
1/1/2008 18:46,53,W1D 4UB,SW1P 3AU,480,15,4,2,1.5,Yes,120,Yes,529706,180991,529902,179641,1364.15395
1/1/2008 19:05,163,W9 1EH,SW1P 3AU,455,15,5,1,2.0,Yes,80,Yes,526115,182409,529902,179641,4690.756122
1/1/2008 19:08,361,W1B 5QH,SW1V 4QQ,525,15,6,2,2.0,No,40,Yes,529151,181043,528924,178440,2612.879255
1/1/2008 19:12,349,NW1 2HR,NW5 2QH,560,15,6,2,1.5,No,120,Yes,529342,182608,529248,185213,2606.695418
1/1/2008 19:14,58,W1H 5HE,W10 6HQ,350,15,4,2,1.5,No,40,No,527402,181468,524190,181567,3213.525323
1/1/2008 19:32,77,EC1M 6AW,SW1P 3AU,485,15,4,2,2.0,No,120,Yes,531859,181875,529902,179641,2969.950336
1/1/2008 19:33,316,NW1 7NB,W10 6HQ,465,15,6,1,2.0,No,80,No,528783,183660,524190,181567,5047.405076
1/1/2008 19:34,20,EC1R 0EG,SW1P 3AU,385,15,4,1,2.0,Yes,80,No,531547,182175,529902,179641,3021.122474
1/1/2008 19:36,175,E14 9NS,SE1 2BN,515,15,5,1,2.0,No,300,Yes,538388,180046,534057,179682,4346.26932
1/1/2008 19:43,32,EC1M 6BH,SW1P 3AU,445,15,4,1,2.0,No,300,No,531767,181811,529902,179641,2861.315257
1/1/2008 19:48,173,EC3M 7AN,E2 0RY,455,15,5,1,2.0,No,120,Yes,533094,180996,535652,182961,3225.614515
1/1/2008 20:05,345,NW1 2DN,SW1P 3AU,500,15,6,2,1.5,No,40,Yes,529666,182668,529902,179641,3036.18593
1/1/2008 20:10,16,SW2 2UB,SW1V 4QQ,420,15,4,1,1.5,No,300,No,530812,174017,528924,178440,4809.103139
1/1/2008 20:12,67,E17 9NL,N17 6QA,485,15,4,2,2.0,Yes,80,Yes,537855,188970,533788,189994,4193.931926
1/1/2008 20:15,79,SE1 9EF,SW1P 3AU,545,15,4,2,2.0,No,300,Yes,532449,180395,529902,179641,2656.261471
1/1/2008 20:31,67,W1W 7EP,SW1P 3AU,485,15,4,2,2.0,Yes,80,Yes,529187,181639,529902,179641,2122.08129
1/1/2008 20:32,310,WC2H 9EB,SW1V 4QQ,505,15,6,1,2.0,Yes,120,No,530213,181172,528924,178440,3020.818598
1/1/2008 20:35,367,EC1Y 1BD,E2 0RY,645,15,6,2,2.0,No,300,Yes,532784,182382,535652,182961,2925.861412
1/1/2008 20:36,313,SE22 0RR,SE8 3JD,475,15,6,1,2.0,No,40,Yes,534741,174492,537175,177885,4175.740054
1/1/2008 20:38,78,BR3 1AG,SW12 9HD,435,15,4,2,2.0,No,120,No,537275,169398,528739,173080,9296.258387
1/1/2008 20:41,297,SE3 0QJ,SE8 3JD,450,15,6,1,1.5,No,40,Yes,539267,176221,537175,177885,2673.08062
1/1/2008 20:44,173,E2 8DA,SE1 2BN,455,15,5,1,2.0,No,120,Yes,533448,182749,534057,179682,3126.878635
