member_id,SEC,FEH,MT,SEX,AGE,EDU,HS,CHILD,CS,affluence_index,num_of_brands,brand_runs,total_volume,number_of_trans,value,trans_per_brand_runs,Vol/Tran,avg_price,Pur Vol No Promo - %,Pur Vol Promo 6 %,Pur Vol Other Promo %,"Br. Cd. 57, 144",Br. Cd. 55,Br. Cd. 272,Br. Cd. 286,Br. Cd. 24,Br. Cd. 481,Br. Cd. 352,Br. Cd. 5,Others 999,Pr Cat 1,Pr Cat 2,Pr Cat 3,Pr Cat 4,PropCat 5,PropCat 6,PropCat 7,PropCat 8,PropCat 9,PropCat 10,PropCat 11,PropCat 12,PropCat 13,PropCat 14,PropCat 15
1037120,4,1,4,2,2,4,10,3,1,14,3,10,15875,22,1835.00,2.20,721.59,11.56,1,0,0,0.579527559,0,0,0,0,0.231496063,0,0,0.188976378,0.056692913,0.943307087,0,0,0.768503937,0,0,0,0,0,0.231496063,0,0,0,0
1037190,2,1,4,2,2,1,6,1,1,12,3,12,6825,18,468.00,1.50,379.17,6.86,0.985347985,0.014652015,0,0.058608059,0.571428571,0,0,0,0,0,0,0.36996337,0.043956044,0.208791209,0.571428571,0.175824176,0.234432234,0.010989011,0.021978022,0.021978022,0,0,0,0,0,0.571428571,0.139194139
1037220,4,3,17,2,1,4,15,1,1,37,5,33,26375,34,2696.00,1.03,775.74,10.22,0.800947867,0.193364929,0.005687204,0.136492891,0.028436019,0.025592417,0,0,0,0.007582938,0,0.801895735,0.196208531,0.714691943,0.028436019,0.060663507,0.74028436,0,0.036018957,0.112796209,0,0.042654028,0,0.005687204,0,0.028436019,0.034123223
1037250,3,3,10,2,4,1,4,4,1,7,2,2,16350,23,949.50,11.50,710.87,5.81,1,0,0,0,0.981651376,0,0,0,0,0,0,0.018348624,0,0.018348624,0.981651376,0,0,0.018348624,0,0,0,0,0,0,0,0.981651376,0
1037290,4,3,10,2,1,4,9,3,1,16,3,12,18275,31,2225.50,2.58,589.52,12.18,0.901504788,0.098495212,0,0.410396717,0,0,0,0,0.336525308,0,0,0.253077975,0.062927497,0.889192886,0,0.047879617,0.60875513,0,0,0,0,0,0.336525308,0.054719562,0,0,0
1037420,4,3,10,2,4,3,5,4,1,17,3,18,30350,41,2121.50,2.28,740.24,6.99,0.901976936,0.028830313,0.069192751,0,0.795716639,0,0,0,0,0,0.00247117,0.201812191,0.121911038,0.042833608,0.795716639,0.039538715,0.074135091,0.032125206,0,0.027182867,0.046128501,0.006589786,0,0.004942339,0,0.795716639,0.013179572
1037630,4,3,6,2,4,5,4,4,1,11,5,24,19000,28,1737.00,1.17,678.57,9.14,1,0,0,0.036842105,0.094736842,0.071052632,0,0,0,0.021052632,0,0.776315789,0.132894737,0.263157895,0.169736842,0.434210526,0.694736842,0,0.021052632,0.098684211,0,0.015789474,0,0,0,0.169736842,0
1037690,3,1,5,2,3,1,5,4,1,10,2,3,24950,25,1425.00,8.33,998.00,5.71,1,0,0,0,0.955911824,0,0,0,0,0,0,0.044088176,0,0,0.991983968,0.008016032,0.008016032,0.036072144,0,0,0,0,0,0,0,0.955911824,0
1037720,4,1,4,2,4,5,4,4,1,15,4,17,8975,25,867.50,1.47,359.00,9.67,0.949860724,0,0.050139276,0.278551532,0.267409471,0,0,0,0,0,0.125348189,0.328690808,0.125348189,0.540389972,0.334261838,0,0.278551532,0.370473538,0,0,0,0,0,0,0,0.334261838,0.016713092
1037850,4,3,10,1,4,5,3,4,1,16,6,23,20070,63,1830.85,2.74,318.57,9.12,0.940209268,0.059790732,0,0.009965122,0.067264574,0.011210762,0.074738416,0,0,0.19431988,0,0.642501246,0.180617838,0.408320877,0.117090184,0.293971101,0.398604883,0.043597409,0.374937718,0.011210762,0,0,0,0,0,0.107125062,0.064524165
1037890,4,3,15,1,2,4,8,3,1,7,4,19,19950,48,1526.00,2.53,415.63,7.65,0.972431078,0,0.027568922,0.050125313,0.796992481,0,0,0,0,0,0.045112782,0.107769424,0.09273183,0.105263158,0.796992481,0.005012531,0.068922306,0.091478697,0.007518797,0.006265664,0.005012531,0,0,0.023809524,0,0.796992481,0
1037940,4,3,10,2,3,3,5,4,1,13,5,4,20100,29,1210.00,7.25,693.10,6.02,1,0,0,0,0.955223881,0,0,0,0,0,0.007462687,0.037313433,0.007462687,0.037313433,0.955223881,0,0,0.007462687,0.037313433,0,0,0,0,0,0,0.955223881,0
1038000,2,3,10,2,4,1,4,4,1,5,3,6,11800,23,1216.00,3.83,513.04,10.31,1,0,0,0.872881356,0.050847458,0,0,0,0,0,0,0.076271186,0.025423729,0.923728814,0.050847458,0,0.923728814,0,0,0,0.025423729,0,0,0,0,0.050847458,0
1038080,3,2,10,2,4,4,5,1,1,17,6,28,11625,44,1366.75,1.57,264.20,11.76,1,0,0,0.109677419,0.077419355,0,0.034408602,0,0.103225806,0.008602151,0,0.666666667,0.423655914,0.486021505,0.077419355,0.012903226,0.380645161,0.062365591,0.376344086,0,0,0,0.103225806,0,0,0.077419355,0
1038110,4,2,16,2,4,1,2,4,1,6,3,7,10275,27,741.00,3.86,380.56,7.21,1,0,0,0,0.846715328,0,0,0,0,0,0.02189781,0.131386861,0.072992701,0,0.927007299,0,0,0.02189781,0,0,0,0,0,0.051094891,0,0.927007299,0
1040080,4,3,10,2,2,1,10,3,1,10,7,24,23325,50,1876.50,2.08,466.50,8.05,0.890675241,0.109324759,0,0.154340836,0.45659164,0.028938907,0.038585209,0,0,0.055734191,0.006430868,0.259378349,0.031082529,0.512325831,0.45659164,0,0.311897106,0.025723473,0.055734191,0.038585209,0.004287245,0,0,0.004287245,0,0.45659164,0.102893891
1040150,2,3,10,2,4,0,8,2,1,26,5,45,24325,73,2896.00,1.62,333.22,11.91,0.972250771,0.009249743,0.018499486,0.043165468,0.049331963,0.018499486,0,0,0,0.024665982,0,0.864337102,0.400822199,0.459403905,0.070914697,0.068859198,0.178828366,0.274409044,0.172661871,0.09352518,0.209660843,0,0,0,0,0.070914697,0
1040190,4,3,10,2,4,1,5,4,2,9,3,7,10475,27,871.50,3.86,387.96,8.32,1,0,0,0.295942721,0,0,0.057279236,0,0,0,0,0.646778043,0.007159905,0.353221957,0,0.639618138,1,0,0,0,0,0,0,0,0,0,0
1040250,4,2,10,2,4,4,6,4,1,15,2,3,14550,22,1439.00,7.33,661.36,9.89,1,0,0,0,0,0,0,0,0,0.914089347,0,0.085910653,0,0.931271478,0.068728522,0,0,0,0.931271478,0,0,0,0,0,0,0.068728522,0
1040340,4,3,10,2,4,4,2,4,0,4,4,16,9150,27,949.00,1.69,338.89,10.37,0.975409836,0.024590164,0,0.557377049,0.147540984,0.032786885,0,0,0,0,0,0.262295082,0.114754098,0.666666667,0.147540984,0.071038251,0.669398907,0,0,0.139344262,0.032786885,0,0,0,0,0.147540984,0.010928962
1040370,3,1,4,2,4,2,5,2,1,13,4,26,12050,39,1030.25,1.50,308.97,8.55,0.863070539,0.056016598,0.080912863,0,0.012448133,0.024896266,0,0,0.06846473,0,0,0.894190871,0.043568465,0.221991701,0.228215768,0.506224066,0.493775934,0.221991701,0.03526971,0.143153527,0.024896266,0,0.06846473,0,0,0.012448133,0
1044010,4,3,10,2,4,1,4,4,0,2,2,5,12925,25,764.50,5.00,517.00,5.91,0.953578337,0,0.046421663,0,0.87040619,0,0,0,0,0,0,0.12959381,0.005802708,0.030947776,0.963249516,0,0.030947776,0,0,0,0,0,0,0.005802708,0,0.963249516,0
1044140,4,1,4,2,3,4,5,4,1,7,3,12,5600,17,640.50,1.42,329.41,11.44,0.732142857,0.040178571,0.227678571,0.303571429,0.133928571,0,0,0,0,0,0,0.5625,0.227678571,0.455357143,0.133928571,0.183035714,0.866071429,0,0,0,0,0,0,0,0,0.133928571,0
1044370,4,3,10,1,1,1,6,4,2,8,4,16,14850,32,1146.50,2.00,464.06,7.72,1,0,0,0.047138047,0.333333333,0,0.154882155,0,0,0,0,0.464646465,0.026936027,0.303030303,0.373737374,0.296296296,0.565656566,0.060606061,0,0,0,0,0,0,0,0.373737374,0
1045030,1,1,10,2,2,5,4,1,1,19,3,19,4650,25,619.00,1.32,186.00,13.31,0.887096774,0.096774194,0.016129032,0.247311828,0,0,0,0,0,0,0.032258065,0.720430108,0.462365591,0.537634409,0,0,0.403225806,0.306451613,0.193548387,0,0,0.096774194,0,0,0,0,0
1045060,4,3,10,2,4,1,2,2,0,1,3,6,2750,9,213.50,1.50,305.56,7.76,1,0,0,0,0.327272727,0.027272727,0,0,0,0,0,0.645454545,0.027272727,0.645454545,0.327272727,0,0,0.027272727,0,0.027272727,0,0,0,0,0,0.327272727,0.618181818
1045100,4,1,5,2,3,1,3,4,0,2,3,5,8250,26,573.50,5.20,317.31,6.95,0.945454545,0,0.054545455,0.193939394,0.745454545,0,0,0,0,0,0,0.060606061,0.012121212,0.242424242,0.745454545,0,0.242424242,0,0,0,0.012121212,0,0,0,0,0.745454545,0
1045120,3,3,10,2,4,5,6,1,1,22,3,17,21400,32,2648.00,1.88,668.75,12.37,0.978971963,0.021028037,0,0,0.08411215,0,0.018691589,0,0,0,0,0.897196262,0.063084112,0.612149533,0.08411215,0.240654206,0.292056075,0.560747664,0.014018692,0,0,0,0,0.049065421,0,0.08411215,0
1047210,4,3,10,2,4,1,3,4,2,12,3,7,6825,25,515.50,3.57,273.00,7.55,1,0,0,0.131868132,0.21978022,0,0,0,0,0,0,0.648351648,0.010989011,0.153846154,0.21978022,0.615384615,0.769230769,0,0,0,0,0,0,0.010989011,0,0.21978022,0
1047220,3,3,10,2,4,1,4,1,1,6,3,4,6525,23,799.50,5.75,283.70,12.25,1,0,0,0,0.091954023,0,0,0,0.045977011,0,0,0.862068966,0,0.908045977,0.091954023,0,0,0.862068966,0,0,0,0,0.045977011,0,0,0.091954023,0
1047350,4,3,10,2,4,1,8,4,1,13,8,23,26250,65,2340.00,2.83,403.85,8.91,1,0,0,0.186666667,0.491428571,0.008571429,0,0.065714286,0.022857143,0.007619048,0.005714286,0.211428571,0.1,0.32,0.571428571,0.008571429,0.237142857,0.042857143,0.01047619,0.022857143,0.007619048,0,0.022857143,0,0.065714286,0.571428571,0.019047619
1047420,2,3,10,2,4,0,3,4,1,2,2,2,14350,25,818.50,12.50,574.00,5.70,0.958188153,0,0.041811847,0,0.993031359,0,0,0,0,0,0,0.006968641,0.006968641,0,0.993031359,0,0,0,0,0,0.006968641,0,0,0,0,0.993031359,0
1047610,4,3,8,2,4,3,2,4,0,11,3,15,7125,33,1196.00,2.20,215.91,16.79,0.785964912,0,0.214035088,0.014035088,0,0,0,0,0,0,0.084210526,0.901754386,0.922807018,0.066666667,0,0.010526316,0.049122807,0.912280702,0,0.010526316,0,0,0,0,0,0,0.028070175
1047650,4,0,0,0,3,0,0,5,0,0,2,4,1050,4,111.00,1.00,262.50,10.57,0.5,0,0.5,0.285714286,0,0,0,0,0,0,0,0.714285714,0.214285714,0.785714286,0,0,0.785714286,0,0.214285714,0,0,0,0,0,0,0,0
1047750,4,3,10,2,3,5,8,2,1,19,5,16,19650,46,1874.25,2.88,427.17,9.54,1,0,0,0.417302799,0.251908397,0,0.066157761,0,0.045801527,0,0,0.218829517,0.030534351,0.687022901,0.262086514,0.020356234,0.661577608,0.015267176,0,0,0,0,0.061068702,0,0,0.262086514,0
1047760,3,3,9,2,4,1,4,4,1,16,2,13,11450,24,1100.50,1.85,477.08,9.61,0.737991266,0.262008734,0,0,0,0.07860262,0,0,0,0,0,0.92139738,0.024017467,0.360262009,0,0.615720524,0.631004367,0,0,0.27510917,0.017467249,0,0,0.006550218,0,0,0.069868996
1047870,4,3,10,2,4,1,6,4,1,22,4,13,29350,35,3070.50,2.69,838.57,10.46,0.836456559,0,0.163543441,0.715502555,0.02044293,0,0,0,0,0.04088586,0,0.223168654,0.002555366,0.973594549,0.023850085,0,0.930153322,0,0.045996593,0,0,0,0,0,0,0.023850085,0
1047980,3,0,0,0,4,0,0,5,0,0,1,1,150,1,37.00,1.00,150.00,24.67,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1050050,4,3,10,2,3,3,6,4,1,19,4,10,15950,27,1031.50,2.70,590.74,6.47,0.858934169,0.018808777,0.122257053,0.018808777,0.789968652,0,0,0,0.004702194,0,0,0.186520376,0,0.141065831,0.789968652,0.068965517,0.144200627,0.037617555,0.023510972,0,0,0,0.004702194,0,0,0.789968652,0
