row_id,Row Id.,zip_convert_2,zip_convert_3,zip_convert_4,zip_convert_5,homeowner_dummy,#_children,income,gender_dummy,wealthy,hv,Icmed,Icavg,IC15,#_prom,RAMNTALL,MAXRAMNT,last_gift,total_months,time_lag,avg_gift,target_B,target_D
91,2,1,0,0,0,1,1,4,1,9,559,246,258,29,36,70,25,25,31,16,23.33333333,,
92,4,0,0,1,0,1,3,6,0,9,926,618,644,0,69,388,13,12,33,2,9.948717949,,
93,1,0,0,0,0,1,1,3,1,2,342,300,308,18,59,255,25,10,38,21,15,,
94,5,0,0,0,1,0,1,3,1,4,814,388,386,18,55,102,16,15,36,15,10.2,,
95,4,0,0,1,0,1,1,7,0,9,1337,639,710,0,13,25,25,25,29,6,25,,
96,2,1,0,0,0,1,1,3,1,9,737,289,329,23,53,66,7,5,31,3,5.076923077,,
97,5,0,0,0,1,1,1,3,1,0,2797,468,481,2,68,264,25,25,32,9,15.52941177,,
98,5,0,0,0,1,1,2,3,1,9,907,445,388,11,53,63,7,5,30,3,4.846153846,,
99,5,0,0,0,1,1,1,2,1,1,457,206,221,23,74,126,16,16,28,16,10.5,,
100,5,0,0,0,1,1,1,5,0,9,1397,526,466,5,18,35,25,25,29,4,17.5,,
101,4,0,0,1,0,1,1,4,0,9,808,296,370,15,16,32,20,12,28,2,16,,
102,3,0,1,0,0,1,1,3,1,3,386,288,322,17,55,132,30,30,38,23,22,,
103,5,0,0,0,1,1,1,7,1,9,2255,434,528,14,13,20,15,5,29,1,10,,
104,3,0,1,0,0,1,1,4,1,9,549,268,276,27,13,20,20,20,30,6,20,,
105,3,0,1,0,0,0,1,2,0,9,605,198,210,33,25,63,11,7,28,1,7.875,,
106,5,0,0,0,1,1,1,6,1,9,1466,318,359,13,33,51,20,15,37,8,12.75,,
107,1,0,0,0,0,0,1,2,1,9,722,437,402,9,26,80,25,25,29,5,11.42857143,,
108,4,0,0,1,0,1,1,2,1,4,561,307,291,20,37,36,5,5,33,14,1.636363636,,
109,2,1,0,0,0,0,1,1,1,8,760,323,316,18,60,73,12,12,30,3,7.3,,
110,3,0,1,0,0,1,1,3,1,3,554,295,308,13,68,122,10,10,30,3,7.625,,
111,3,0,1,0,0,0,1,2,1,1,339,221,277,20,44,75,15,10,31,3,8.333333333,,
112,5,0,0,0,1,1,1,4,1,6,4127,701,671,4,86,365,37,30,35,1,15.20833333,,
113,3,0,1,0,0,1,1,3,1,9,272,165,228,44,18,26,11,11,29,4,8.666666667,,
114,3,0,1,0,0,1,1,2,1,5,404,272,291,16,60,125,20,18,34,11,10.41666667,,
115,2,1,0,0,0,1,1,5,0,8,626,377,357,6,34,41,16,15,33,6,13.66666667,,
116,5,0,0,0,1,0,1,2,1,9,560,280,242,39,17,20,15,5,33,1,10,,
117,4,0,0,1,0,0,1,3,1,7,1063,398,499,14,60,79,17,15,36,26,11.28571429,,
118,4,0,0,1,0,1,1,6,0,7,665,424,402,21,62,164,20,20,32,4,11.71428571,,
119,2,1,0,0,0,0,1,2,0,5,594,315,316,14,96,109,12,0,25,21,7.266666667,,
120,2,1,0,0,0,1,1,6,0,1,431,189,200,37,98,181.64,20,10,17,3,9.082,,
121,5,0,0,0,1,1,1,5,1,9,1047,434,456,3,22,38,16,12,31,5,12.66666667,,
122,4,0,0,1,0,1,1,7,1,9,1706,864,868,0,46,41,15,15,30,6,8.2,,
123,3,0,1,0,0,0,1,7,0,7,450,321,388,12,56,160,12,9,35,3,8.888888889,,
124,5,0,0,0,1,1,3,5,1,7,612,324,310,18,36,45,15,15,31,14,11.25,,
125,4,0,0,1,0,1,1,5,1,4,779,278,282,7,64,136,25,25,39,7,15.11111111,,
126,3,0,1,0,0,1,1,6,1,8,751,517,501,7,72,124,15,15,35,5,5.904761905,,
127,2,1,0,0,0,1,1,1,1,9,1123,160,255,42,34,30,15,15,33,3,6,,
128,4,0,0,1,0,1,1,4,1,9,1302,615,640,0,14,23,23,23,30,6,23,,
129,5,0,0,0,1,1,1,4,1,9,1035,469,416,0,14,15,15,15,30,6,15,,
130,1,0,0,0,0,1,1,2,1,4,778,297,333,17,57,112,8,7,29,9,5.894736842,,
131,4,0,0,1,0,1,1,6,0,9,847,404,423,21,66,146,15,12,31,9,9.733333333,,
132,3,0,1,0,0,1,1,1,0,9,573,336,320,10,17,30,20,20,37,8,15,,
133,5,0,0,0,1,1,1,6,0,4,456,323,318,16,68,117,16,16,31,10,10.63636364,,
134,4,0,0,1,0,1,1,1,1,0,362,120,146,51,55,80,15,14,35,3,11.42857143,,
135,5,0,0,0,1,1,1,7,0,9,1431,483,491,3,23,30,10,10,28,6,7.5,,
136,3,0,1,0,0,0,1,1,1,9,417,246,207,23,52,89,20,20,38,4,14.83333333,,
137,3,0,1,0,0,1,1,4,0,7,626,318,309,12,46,147,16,15,32,5,14.7,,
138,3,0,1,0,0,1,1,4,1,5,691,376,404,4,60,149,18,10,30,8,9.3125,,
139,5,0,0,0,1,0,1,5,1,9,2215,472,484,7,18,45,25,25,30,3,22.5,,
140,4,0,0,1,0,1,1,3,1,9,706,395,392,10,32,51,20,20,32,9,12.75,,
141,4,0,0,1,0,1,2,3,1,9,475,163,128,32,63,101,12,12,31,8,7.214285714,,
142,3,0,1,0,0,1,1,4,0,9,344,261,256,28,41,88,20,15,30,9,8.8,,
143,2,1,0,0,0,1,1,1,1,4,530,310,288,20,38,50,20,20,31,14,16.66666667,,
144,5,0,0,0,1,1,1,4,1,4,2539,406,425,10,68,143,22,20,30,16,11,,
145,5,0,0,0,1,1,1,4,1,9,1213,654,687,1,9,30,20,20,31,11,15,,
146,5,0,0,0,1,1,1,4,1,9,2203,481,469,6,13,15,15,15,34,6,15,,
147,5,0,0,0,1,1,1,1,1,3,1475,311,324,18,80,207,16,16,32,6,10.89473684,,
148,2,1,0,0,0,1,1,3,0,3,1990,630,651,3,44,57,7,7,28,7,5.7,,
149,2,1,0,0,0,0,1,3,1,3,601,314,314,12,60,177,14,10,31,4,9.315789474,,
150,4,0,0,1,0,1,1,5,1,8,957,493,476,2,67,132,12,12,39,9,8.8,,
151,2,1,0,0,0,1,1,3,1,7,1082,380,411,6,44,89,14,10,30,6,8.9,,
152,4,0,0,1,0,1,1,6,1,8,780,452,515,10,51,56,20,20,31,10,8,,
153,3,0,1,0,0,1,1,4,1,9,948,420,423,0,31,31,15,15,31,9,7.75,,
154,4,0,0,1,0,1,1,1,0,9,1104,498,338,13,13,15,15,15,30,6,15,,
155,3,0,1,0,0,1,1,3,1,3,568,103,117,63,62,84,20,20,31,3,9.333333333,,
156,4,0,0,1,0,1,2,3,0,4,376,282,288,26,62,195,33,20,31,7,17.72727273,,
157,3,0,1,0,0,1,1,2,1,6,695,359,369,15,74,76,11,5,31,7,4.470588235,,
158,4,0,0,1,0,1,3,4,0,9,750,425,464,10,21,25,20,20,31,13,12.5,,
159,2,1,0,0,0,1,1,4,1,7,961,413,451,21,47,82,20,20,33,9,13.66666667,,
160,4,0,0,1,0,1,1,6,0,9,1272,644,652,4,66,120,25,25,31,15,13.33333333,,
161,3,0,1,0,0,1,1,4,0,9,365,133,191,55,73,125,10,5,32,8,4.62962963,,
162,2,1,0,0,0,1,1,4,0,9,1027,304,288,4,29,64,12,6,28,5,9.142857143,,
163,2,1,0,0,0,0,1,2,1,9,443,235,212,31,65,76,10,5,30,5,5.846153846,,
164,4,0,0,1,0,1,1,4,0,7,629,338,293,20,47,69,20,10,31,7,9.857142857,,
165,5,0,0,0,1,1,1,4,1,9,1615,482,472,5,60,111,10,10,17,1,6.9375,,
166,1,0,0,0,0,1,1,2,0,9,593,435,349,2,69,110,10,10,31,1,6.470588235,,
167,2,1,0,0,0,1,1,5,1,9,1527,479,554,8,67,87,15,15,32,22,7.25,,
168,4,0,0,1,0,1,1,4,0,8,717,449,430,5,62,120,20,20,32,20,17.14285714,,
169,3,0,1,0,0,1,1,5,0,9,693,395,409,6,25,29,10,5,29,10,4.833333333,,
170,3,0,1,0,0,1,1,4,0,9,756,419,370,3,43,60,25,10,31,11,12,,
171,2,1,0,0,0,1,1,4,0,3,512,280,254,19,38,41,25,25,34,10,13.66666667,,
172,1,0,0,0,0,0,1,3,0,3,660,296,276,22,98,176,25,15,28,5,5.677419355,,
173,4,0,0,1,0,1,1,4,0,9,681,382,413,11,37,49,18,3,30,3,4.9,,
174,5,0,0,0,1,1,1,4,1,5,2160,434,439,6,84,248,28,28,28,19,20.66666667,,
175,5,0,0,0,1,1,1,4,1,3,1043,267,259,19,60,155,25,25,30,4,15.5,,
176,2,1,0,0,0,1,1,5,1,9,698,324,342,12,14,15,15,15,33,6,15,,
177,5,0,0,0,1,1,1,2,0,9,1098,385,368,15,22,60,20,20,31,7,20,,
178,4,0,0,1,0,0,1,2,0,4,802,284,285,22,56,80,15,10,32,8,7.272727273,,
179,5,0,0,0,1,1,2,7,0,9,1908,533,554,5,25,35,8,8,31,7,7,,
180,5,0,0,0,1,1,1,7,0,9,2191,570,607,3,15,20,20,20,37,6,20,,
181,5,0,0,0,1,0,2,5,0,9,941,377,381,10,38,140,13,10,39,8,8.75,,
182,5,0,0,0,1,1,1,4,1,5,1601,410,442,8,45,60,20,20,31,15,12,,
183,3,0,1,0,0,0,1,2,0,9,885,420,422,8,26,45,15,10,30,7,11.25,,
184,4,0,0,1,0,1,1,4,1,9,939,472,506,7,52,48,10,10,30,5,6.857142857,,
185,5,0,0,0,1,1,1,6,0,9,1778,399,438,5,43,50,15,15,38,8,12.5,,
186,5,0,0,0,1,0,1,6,1,8,1404,513,487,2,114,223.06,16,11,29,5,8.579230769,,
187,2,1,0,0,0,1,1,4,0,9,551,338,351,11,14,20,20,20,29,6,20,,
188,1,0,0,0,0,1,2,6,0,8,770,354,371,8,62,105,11,5,28,2,7,,
189,2,1,0,0,0,1,1,4,1,9,1924,383,508,2,59,295,23,20,32,4,14.75,,
190,5,0,0,0,1,0,1,2,1,5,943,420,411,9,74,184,12,10,37,2,7.666666667,,
191,4,0,0,1,0,1,1,4,0,9,653,373,386,20,32,34,5,5,31,3,4.25,,
192,5,0,0,0,1,1,1,4,1,3,1284,340,311,14,37,65,25,25,32,15,21.66666667,,
193,5,0,0,0,1,1,1,5,0,9,3097,454,483,4,13,20,20,20,34,6,20,,
194,2,1,0,0,0,1,1,4,1,5,521,314,361,15,71,152,10,10,31,5,7.6,,
195,2,1,0,0,0,1,1,4,0,9,1365,615,653,3,31,20,5,5,31,10,2.857142857,,
196,4,0,0,1,0,1,1,4,1,9,810,383,296,21,26,35,10,8,31,10,5.833333333,,
197,1,0,0,0,0,1,1,1,0,9,492,322,312,19,91,146,13,0,17,7,8.588235294,,
198,4,0,0,1,0,0,1,2,0,9,361,157,194,49,53,70,25,25,39,10,11.66666667,,
199,1,0,0,0,0,1,1,6,1,4,789,311,281,33,104,147,20,20,17,8,14.7,,
200,5,0,0,0,1,1,2,4,0,9,2285,384,330,0,15,15,15,15,33,6,15,,
201,3,0,1,0,0,0,1,2,0,1,559,283,281,20,98,234,25,10,39,4,15.6,,
202,3,0,1,0,0,0,1,2,1,9,1211,500,507,8,32,39,8,6,33,2,4.875,,
203,1,0,0,0,0,1,1,4,0,4,389,304,276,15,55,91,30,30,39,4,13,,
204,2,1,0,0,0,1,1,4,0,9,2564,512,593,0,13,15,15,15,30,6,15,,
205,3,0,1,0,0,0,1,2,0,9,503,242,231,17,38,65,7,5,35,1,5.416666667,,
206,2,1,0,0,0,1,1,2,1,9,636,311,296,18,34,56,10,10,29,2,9.333333333,,
207,5,0,0,0,1,1,1,5,1,0,2305,168,261,40,90,593,30,25,39,4,14.825,,
208,5,0,0,0,1,1,1,2,0,1,670,206,233,37,41,67,25,25,31,23,16.75,,
209,4,0,0,1,0,1,1,2,1,9,507,253,246,15,51,99,7,5,29,7,3.535714286,,
210,5,0,0,0,1,1,1,4,0,9,785,358,388,7,30,77,27,27,30,5,25.66666667,,
211,2,1,0,0,0,1,1,3,1,3,483,261,274,30,40,76,20,18,33,3,12.66666667,,
212,5,0,0,0,1,1,1,5,0,8,2880,650,667,3,65,139,17,15,30,16,12.63636364,,
213,4,0,0,1,0,1,1,4,1,5,552,269,262,23,81,261,25,5,32,4,7.676470588,,
214,4,0,0,1,0,1,1,2,1,4,369,242,223,34,59,105,17,17,28,14,11.66666667,,
215,4,0,0,1,0,1,1,3,1,3,577,301,378,23,148,422,30,5,19,19,10.04761905,,
216,5,0,0,0,1,0,1,2,1,9,2463,825,368,8,60,203,34,29,28,5,22.55555556,,
217,2,1,0,0,0,1,1,5,0,6,940,364,331,9,80,155,25,25,31,11,14.09090909,,
218,2,1,0,0,0,0,1,3,1,9,540,242,237,28,14,15,15,15,34,6,15,,
219,3,0,1,0,0,1,1,2,1,3,403,309,293,22,77,94,10,10,30,5,4.947368421,,
220,5,0,0,0,1,1,1,5,1,4,1694,369,378,12,73,178,30,30,30,7,11.86666667,,
221,4,0,0,1,0,1,1,4,0,0,451,193,190,40,65,88,20,20,31,11,9.777777778,,
222,4,0,0,1,0,1,1,4,0,9,330,173,193,41,46,63,9,7,32,10,7,,
223,5,0,0,0,1,1,1,4,1,7,840,361,369,14,39,100,16,12,18,14,10,,
224,5,0,0,0,1,1,1,5,1,5,2108,423,461,10,46,71,10,10,31,8,7.1,,
225,4,0,0,1,0,1,1,5,1,7,1121,459,472,8,49,78,10,9,31,20,6,,
226,4,0,0,1,0,1,1,4,0,6,734,443,443,2,55,87,16,5,17,12,9.666666667,,
227,2,1,0,0,0,0,1,2,1,9,903,296,279,15,36,63,7,5,29,4,5.25,,
228,4,0,0,1,0,1,1,4,1,1,230,216,211,31,72,116,6,6,30,9,3.135135135,,
229,5,0,0,0,1,1,1,7,1,5,2331,448,500,7,82,333,27,25,31,3,15.85714286,,
230,3,0,1,0,0,1,1,4,1,9,481,288,302,19,15,20,20,20,34,6,20,,
231,5,0,0,0,1,1,1,1,1,8,769,395,337,9,79,197,20,20,32,3,10.94444444,,
232,4,0,0,1,0,1,1,4,1,1,595,332,344,14,49,81,20,20,34,11,10.125,,
233,5,0,0,0,1,1,1,3,0,9,628,416,353,7,12,15,15,15,31,6,15,,
234,3,0,1,0,0,0,1,3,0,9,519,330,231,20,18,50,50,50,34,6,50,,
235,5,0,0,0,1,1,2,4,1,3,1534,358,357,18,63,202,25,10,32,7,13.46666667,,
236,4,0,0,1,0,1,1,5,1,9,1768,604,585,2,35,54,20,20,32,10,13.5,,
237,5,0,0,0,1,1,1,2,1,8,866,465,443,1,54,162,16,14,39,39,12.46153846,,
238,3,0,1,0,0,1,1,4,1,9,662,393,370,10,26,26,16,16,36,13,13,,
239,2,1,0,0,0,1,3,5,0,6,705,341,344,30,53,80,5,5,30,5,5,,
240,5,0,0,0,1,1,1,4,1,4,0,405,368,9,15,42,25,25,31,6,10.5,,
241,3,0,1,0,0,1,1,3,1,5,830,372,399,8,63,115,14,14,32,14,10.45454546,,
242,2,1,0,0,0,1,1,5,1,9,406,183,193,32,24,34,16,16,32,1,8.5,,
243,5,0,0,0,1,1,1,4,1,9,1454,346,375,15,17,20,20,20,36,6,20,,
244,2,1,0,0,0,0,1,4,1,9,465,307,295,19,16,20,20,20,36,6,20,,
245,5,0,0,0,1,1,1,5,1,5,2545,423,432,14,36,43,15,15,30,2,10.75,,
246,2,1,0,0,0,1,1,7,1,9,1279,614,624,1,63,96,16,16,29,13,9.6,,
247,5,0,0,0,1,1,1,4,1,2,1030,291,256,25,54,84,21,15,29,24,12,,
248,3,0,1,0,0,1,1,4,1,3,533,295,275,16,44,84,15,3,31,2,4.2,,
249,2,1,0,0,0,1,1,3,0,1,507,178,205,34,79,287,20,15,31,6,11.95833333,,
250,3,0,1,0,0,0,1,1,0,1,406,251,255,22,59,164,20,20,30,13,12.61538462,,
251,5,0,0,0,1,1,1,1,1,9,384,220,210,26,21,25,15,15,30,11,12.5,,
252,5,0,0,0,1,1,1,4,1,2,521,273,276,23,34,30,15,15,31,8,10,,
253,3,0,1,0,0,1,1,4,1,6,843,339,403,15,37,98,15,15,31,7,8.909090909,,
254,3,0,1,0,0,1,1,2,1,9,285,290,281,21,38,74,20,20,28,8,6.727272727,,
255,2,1,0,0,0,1,1,4,0,9,841,346,336,16,15,25,25,25,30,6,25,,
256,5,0,0,0,1,1,1,5,0,5,2446,610,659,2,80,244,25,20,29,6,16.26666667,,
257,4,0,0,1,0,1,1,3,0,9,682,357,337,13,29,35,15,5,28,8,8.75,,
258,3,0,1,0,0,0,1,3,0,9,333,266,317,12,29,32,7,7,29,6,5.333333333,,
259,2,1,0,0,0,0,1,3,0,7,623,217,238,31,51,180,40,40,33,2,25.71428571,,
260,4,0,0,1,0,1,1,5,0,9,547,367,348,9,14,20,20,20,30,6,20,,
261,5,0,0,0,1,1,2,3,0,9,574,322,323,9,15,20,20,20,33,6,20,,
262,5,0,0,0,1,1,1,4,1,9,3273,522,486,12,37,55,25,25,38,11,18.33333333,,
263,5,0,0,0,1,0,1,4,1,9,874,359,378,7,16,26,16,16,28,5,13,,
264,4,0,0,1,0,1,1,4,0,6,5161,1332,1155,1,56,79,21,17,39,5,13.16666667,,
265,1,0,0,0,0,1,1,4,1,5,1018,391,393,12,56,93,27,25,31,8,18.6,,
266,3,0,1,0,0,1,1,4,1,2,575,129,148,56,64,120,25,25,30,2,8.571428571,,
267,2,1,0,0,0,1,1,2,1,5,847,325,338,9,57,157,15,10,30,12,9.8125,,
268,4,0,0,1,0,1,1,7,0,9,936,576,607,0,42,63,18,16,37,8,10.5,,
269,5,0,0,0,1,1,1,5,1,9,1313,510,464,4,23,30,20,20,32,10,15,,
270,5,0,0,0,1,1,1,4,1,9,2070,419,436,4,18,30,15,15,30,3,15,,
271,2,1,0,0,0,1,1,1,1,4,685,315,302,18,93,290,50,25,29,4,32.22222222,,
272,3,0,1,0,0,0,1,3,1,7,475,352,325,17,68,81,10,6,28,8,5.0625,,
273,1,0,0,0,0,0,1,5,0,8,906,371,347,13,50,156,25,25,37,5,17.33333333,,
274,5,0,0,0,1,1,1,4,1,9,3006,273,285,26,66,235,30,20,39,5,21.36363636,,
275,2,1,0,0,0,1,1,7,1,9,1571,603,628,3,74,201,13,12,35,2,8.375,,
276,5,0,0,0,1,0,1,7,1,8,2769,564,564,5,65,134,30,10,28,21,13.4,,
277,4,0,0,1,0,1,1,5,1,9,454,293,279,26,14,20,20,20,29,6,20,,
278,5,0,0,0,1,1,1,6,0,3,1411,266,300,16,66,144,15,15,37,1,11.07692308,,
279,3,0,1,0,0,1,1,5,0,6,788,426,436,4,49,107,7,7,29,1,5.631578947,,
280,5,0,0,0,1,1,1,4,1,9,1472,204,233,41,46,49,5,5,34,26,4.083333333,,
281,2,1,0,0,0,1,1,5,1,9,797,397,384,16,14,30,30,30,30,6,30,,
