category,currency,seller_rating,duration,end_day,close_price,open_price,competitive?
Music/Movie/Game,US,3249,5,Mon,2.3,0.01,1
Automotive,US,3115,7,Tue,2.31,0.01,1
Music/Movie/Game,US,3249,5,Mon,2.33,0.01,1
Music/Movie/Game,US,3249,5,Mon,2.8,0.01,1
Music/Movie/Game,US,3249,5,Mon,3.0,0.01,1
Music/Movie/Game,US,3249,5,Mon,3.0,0.01,1
Music/Movie/Game,US,3249,5,Mon,3.01,0.01,1
Music/Movie/Game,US,3249,5,Mon,3.06,0.01,1
Music/Movie/Game,US,3249,5,Mon,3.08,0.01,1
Music/Movie/Game,US,3249,5,Mon,3.25,0.01,1
Music/Movie/Game,US,3249,5,Mon,3.25,0.01,1
Music/Movie/Game,US,3249,5,Mon,3.25,0.01,1
Music/Movie/Game,US,3249,5,Mon,3.25,0.01,1
Music/Movie/Game,US,3249,5,Mon,3.26,0.01,1
Music/Movie/Game,US,3249,5,Mon,3.27,0.01,1
Music/Movie/Game,US,3249,5,Mon,3.3,0.01,1
Music/Movie/Game,US,3249,5,Mon,3.31,0.01,1
Music/Movie/Game,US,3249,5,Mon,3.36,0.01,1
Music/Movie/Game,US,3249,5,Mon,3.5,0.01,1
Music/Movie/Game,US,3249,5,Mon,3.55,0.01,1
Music/Movie/Game,US,3249,5,Mon,3.75,0.01,1
Music/Movie/Game,US,3249,5,Mon,3.75,0.01,1
Music/Movie/Game,US,3249,5,Mon,3.76,0.01,1
Music/Movie/Game,US,3249,5,Mon,3.8,0.01,1
Music/Movie/Game,US,3249,5,Mon,3.8,0.01,1
Music/Movie/Game,US,3249,5,Mon,3.84,0.01,1
Music/Movie/Game,US,3249,5,Mon,4.17,0.01,1
Music/Movie/Game,US,3249,5,Mon,4.25,0.01,1
Music/Movie/Game,US,3249,5,Mon,4.25,0.01,1
Music/Movie/Game,US,3249,5,Mon,4.25,0.01,1
Music/Movie/Game,US,3249,5,Mon,4.25,0.01,1
Music/Movie/Game,US,37727,7,Mon,4.26,0.01,1
Music/Movie/Game,US,3249,5,Mon,4.29,0.01,1
Music/Movie/Game,US,3249,5,Mon,4.31,0.01,1
Music/Movie/Game,US,3249,5,Mon,4.4,0.01,1
Music/Movie/Game,US,3249,5,Mon,4.54,0.01,1
Music/Movie/Game,US,3249,5,Mon,4.75,0.01,1
Music/Movie/Game,US,3249,5,Mon,4.9,0.01,1
Music/Movie/Game,US,3249,5,Mon,5.0,0.01,1
Music/Movie/Game,US,3249,5,Mon,5.0,0.01,1
Music/Movie/Game,US,3249,5,Mon,5.01,0.01,1
Music/Movie/Game,US,3249,5,Mon,5.5,0.01,1
Music/Movie/Game,US,3249,5,Mon,5.5,0.01,1
Music/Movie/Game,US,3249,5,Mon,5.5,0.01,1
Music/Movie/Game,US,3249,5,Mon,5.52,0.01,1
Music/Movie/Game,US,3249,5,Mon,5.52,0.01,1
Music/Movie/Game,US,3249,5,Mon,6.0,0.01,1
Music/Movie/Game,US,3249,5,Mon,6.01,0.01,1
Music/Movie/Game,US,3249,5,Mon,6.15,0.01,1
Music/Movie/Game,US,3249,5,Mon,6.18,0.01,1
Music/Movie/Game,US,3249,5,Mon,6.5,0.01,1
Music/Movie/Game,US,3249,5,Mon,6.5,0.01,1
Music/Movie/Game,US,3249,5,Mon,6.5,0.01,1
Music/Movie/Game,US,3249,5,Mon,6.5,0.01,1
Home/Garden,GBP,29,7,Thu,11.6,0.02,1
Music/Movie/Game,US,3249,5,Mon,6.55,0.01,1
Music/Movie/Game,US,3249,5,Mon,6.71,0.01,1
Music/Movie/Game,US,3249,5,Mon,7.0,0.01,1
Music/Movie/Game,US,3249,5,Mon,7.0,0.01,1
Music/Movie/Game,US,3249,5,Mon,7.0,0.01,1
Music/Movie/Game,US,3249,5,Mon,7.05,0.01,1
Music/Movie/Game,US,3249,5,Mon,7.5,0.01,1
Music/Movie/Game,US,3249,5,Mon,7.5,0.01,1
Music/Movie/Game,US,3249,5,Mon,7.5,0.01,1
Music/Movie/Game,US,3249,5,Mon,7.51,0.01,1
Music/Movie/Game,US,3249,5,Mon,7.55,0.01,1
Music/Movie/Game,US,3249,5,Mon,8.01,0.01,1
Music/Movie/Game,US,3249,5,Mon,8.05,0.01,1
Music/Movie/Game,US,3249,5,Mon,8.05,0.01,1
Music/Movie/Game,US,3249,5,Mon,8.26,0.01,1
Music/Movie/Game,US,3249,5,Mon,8.49,0.01,1
Music/Movie/Game,US,3249,5,Mon,8.5,0.01,1
Music/Movie/Game,US,3249,5,Mon,8.5,0.01,1
Music/Movie/Game,US,3249,5,Mon,9.39,0.01,1
Music/Movie/Game,US,3249,5,Mon,9.5,0.01,1
Music/Movie/Game,US,3249,5,Mon,9.99,0.01,1
Music/Movie/Game,US,3249,5,Mon,10.0,0.01,1
Music/Movie/Game,US,3249,5,Mon,10.0,0.01,1
Music/Movie/Game,US,3249,5,Mon,10.5,0.01,1
Music/Movie/Game,US,3249,5,Mon,10.5,0.01,1
Music/Movie/Game,US,3249,5,Mon,10.5,0.01,1
Books,US,352,7,Sat,11.5,0.01,1
Music/Movie/Game,US,3249,5,Mon,11.55,0.01,1
Music/Movie/Game,US,3249,5,Mon,11.71,0.01,1
Music/Movie/Game,US,3249,5,Mon,15.5,0.01,1
Home/Garden,GBP,2991,7,Thu,0.98,0.53,1
Music/Movie/Game,US,3249,5,Mon,18.0,0.01,1
Music/Movie/Game,US,3249,5,Mon,18.5,0.01,1
Collectibles,US,1,5,Tue,20.7,0.01,1
Collectibles,US,1,5,Fri,22.0,0.01,1
Collectibles,US,1,5,Fri,23.65,0.01,1
Business/Industrial,US,5450,3,Sun,26.0,0.01,1
Collectibles,US,1,5,Tue,26.0,0.01,1
Music/Movie/Game,US,3249,5,Mon,27.0,0.01,1
Music/Movie/Game,GBP,1029,7,Thu,1.07,1.07,0
Music/Movie/Game,GBP,1029,7,Thu,1.07,1.07,0
Toys/Hobbies,GBP,2991,7,Thu,2.14,0.53,1
Toys/Hobbies,GBP,2991,7,Thu,2.16,0.54,1
Collectibles,US,1,5,Fri,43.0,0.01,1
Collectibles,US,1,5,Tue,46.02,0.01,1
Books,US,30,7,Mon,0.7,0.7,0
Music/Movie/Game,GBP,1029,7,Thu,1.25,1.25,0
Music/Movie/Game,GBP,1029,7,Thu,1.25,1.25,0
Music/Movie/Game,GBP,1029,7,Thu,1.25,1.25,0
Music/Movie/Game,GBP,1029,7,Thu,1.25,1.25,1
Music/Movie/Game,GBP,70,7,Thu,1.86,0.89,1
Collectibles,US,1,5,Tue,52.02,0.01,1
Collectibles,US,1,5,Tue,61.05,0.01,1
Electronics,US,4,5,Sat,62.0,0.01,1
Toys/Hobbies,GBP,2991,7,Thu,3.93,0.54,1
Music/Movie/Game,GBP,1029,7,Thu,1.7,1.25,1
Toys/Hobbies,GBP,2991,7,Thu,5.18,0.54,1
Computer,US,411,3,Sat,0.99,0.99,1
Automotive,US,793,3,Sat,0.99,0.99,1
Toys/Hobbies,US,3277,3,Sun,0.99,0.99,0
Toys/Hobbies,US,3277,3,Sun,0.99,0.99,0
Toys/Hobbies,US,3277,3,Sun,0.99,0.99,0
Music/Movie/Game,US,841,5,Mon,0.99,0.99,0
Music/Movie/Game,US,841,5,Mon,0.99,0.99,0
Music/Movie/Game,US,841,5,Mon,0.99,0.99,0
Music/Movie/Game,US,841,5,Mon,0.99,0.99,0
Music/Movie/Game,US,841,5,Mon,0.99,0.99,1
Collectibles,US,2220,5,Mon,0.99,0.99,0
EverythingElse,US,109,7,Fri,0.99,0.99,0
Books,GBP,149,7,Thu,1.77,1.77,0
Music/Movie/Game,GBP,149,7,Thu,1.77,1.77,0
Music/Movie/Game,GBP,215,7,Thu,1.77,1.77,0
Collectibles,US,2695,7,Fri,0.99,0.99,0
Collectibles,US,2695,7,Sat,0.99,0.99,0
Collectibles,US,2695,7,Sat,0.99,0.99,0
Collectibles,US,2695,7,Sat,0.99,0.99,0
Collectibles,US,2695,7,Sat,0.99,0.99,0
Toys/Hobbies,GBP,2991,7,Thu,1.77,1.77,0
Toys/Hobbies,GBP,2991,7,Thu,1.77,1.77,0
Music/Movie/Game,GBP,2991,7,Thu,1.77,1.77,0
Clothing/Accessories,GBP,2991,7,Thu,1.77,1.77,0
Coins/Stamps,GBP,3380,7,Thu,1.77,1.77,0
Coins/Stamps,GBP,3380,7,Thu,1.77,1.77,1
Toys/Hobbies,US,3385,7,Sat,0.99,0.99,0
Computer,US,4790,7,Tue,0.99,0.99,0
Collectibles,US,743,3,Sat,1.0,1.0,1
Electronics,EUR,9,5,Sun,1.23,1.23,0
Automotive,US,113,5,Sun,1.0,1.0,0
Antique/Art/Craft,EUR,158,5,Mon,1.23,1.23,0
Books,EUR,410,5,Mon,1.23,1.23,0
Books,EUR,666,5,Thu,1.23,1.23,0
Books,EUR,865,5,Fri,1.23,1.23,0
Clothing/Accessories,EUR,865,5,Sat,1.23,1.23,0
Music/Movie/Game,EUR,1301,5,Fri,1.23,1.23,0
Business/Industrial,EUR,27,7,Sun,1.23,1.23,0
Business/Industrial,EUR,27,7,Sun,1.23,1.23,0
Computer,EUR,29,7,Fri,1.23,1.23,0
Clothing/Accessories,EUR,41,7,Thu,1.23,1.23,0
Books,EUR,104,7,Mon,1.23,1.23,0
Music/Movie/Game,EUR,104,7,Mon,1.23,1.23,0
Music/Movie/Game,EUR,858,7,Mon,1.23,1.23,0
Jewelry,US,1317,7,Mon,1.0,1.0,1
Music/Movie/Game,EUR,1515,7,Mon,1.23,1.23,0
Antique/Art/Craft,EUR,1550,7,Mon,1.23,1.23,0
Antique/Art/Craft,EUR,1550,7,Mon,1.23,1.23,0
Antique/Art/Craft,EUR,1550,7,Mon,1.23,1.23,0
Antique/Art/Craft,EUR,1550,7,Wed,1.23,1.23,0
Electronics,EUR,1550,7,Sat,1.23,1.23,0
Music/Movie/Game,EUR,2162,7,Thu,1.23,1.23,0
Music/Movie/Game,EUR,2162,7,Thu,1.23,1.23,1
Pottery/Glass,GBP,5292,7,Thu,1.78,1.78,0
Pottery/Glass,GBP,5292,7,Thu,1.78,1.78,0
Automotive,EUR,23,10,Wed,1.23,1.23,0
Home/Garden,EUR,54,10,Tue,1.23,1.23,0
Books,EUR,89,10,Wed,1.23,1.23,0
Home/Garden,EUR,100,10,Fri,1.23,1.23,0
Computer,EUR,165,10,Wed,1.23,1.23,0
Clothing/Accessories,EUR,279,10,Tue,1.23,1.23,0
Coins/Stamps,EUR,684,10,Wed,1.23,1.23,0
Books,EUR,865,10,Wed,1.23,1.23,0
Books,EUR,865,10,Wed,1.23,1.23,0
Books,EUR,865,10,Wed,1.23,1.23,0
SportingGoods,EUR,865,10,Wed,1.23,1.23,0
Music/Movie/Game,EUR,1075,10,Thu,1.23,1.23,0
Books,EUR,1386,10,Sat,1.23,1.23,0
Music/Movie/Game,EUR,1645,10,Sun,1.23,1.23,0
Music/Movie/Game,EUR,1645,10,Sun,1.23,1.23,0
Collectibles,EUR,1853,10,Tue,1.23,1.23,0
Collectibles,EUR,1853,10,Tue,1.23,1.23,0
Collectibles,EUR,1853,10,Tue,1.23,1.23,0
Collectibles,EUR,2163,10,Fri,1.23,1.23,0
Music/Movie/Game,EUR,2404,10,Sat,1.23,1.23,0
Music/Movie/Game,EUR,2638,10,Mon,1.23,1.23,0
Music/Movie/Game,EUR,2638,10,Tue,1.23,1.23,0
Music/Movie/Game,EUR,2638,10,Tue,1.23,1.23,0
Music/Movie/Game,EUR,2638,10,Tue,1.23,1.23,0
Music/Movie/Game,EUR,3057,10,Mon,1.23,1.23,0
Computer,EUR,3375,10,Thu,1.23,1.23,0
Computer,EUR,3375,10,Thu,1.23,1.23,0
Music/Movie/Game,EUR,5701,10,Mon,1.23,1.23,0
Music/Movie/Game,EUR,5701,10,Sun,1.23,1.23,0
Music/Movie/Game,EUR,5701,10,Sun,1.23,1.23,0
Music/Movie/Game,EUR,5701,10,Sun,1.23,1.23,0
Music/Movie/Game,EUR,5701,10,Sun,1.23,1.23,0
Home/Garden,EUR,5701,10,Tue,1.23,1.23,0
Home/Garden,EUR,5701,10,Wed,1.23,1.23,0
Collectibles,EUR,5701,10,Sun,1.23,1.23,1
Music/Movie/Game,EUR,5701,10,Mon,1.23,1.23,1
Toys/Hobbies,GBP,2991,7,Thu,1.86,1.77,1
Music/Movie/Game,GBP,2991,7,Thu,6.6,0.54,1
Home/Garden,US,533,7,Mon,112.5,0.01,1
Collectibles,US,1,5,Tue,112.52,0.01,1
Collectibles,US,1386,3,Sat,4.75,0.25,1
Home/Garden,GBP,53,7,Thu,2.14,1.77,1
Collectibles,US,2695,7,Sat,1.25,0.99,1
Toys/Hobbies,US,1124,7,Tue,1.25,1.0,1
Music/Movie/Game,GBP,1029,7,Thu,3.03,1.43,1
Toys/Hobbies,GBP,2991,7,Thu,8.39,0.54,1
Home/Garden,GBP,53,7,Thu,2.57,1.77,1
Home/Garden,GBP,2991,7,Thu,2.57,1.77,1
Toys/Hobbies,US,3277,3,Sun,1.5,0.99,1
Electronics,EUR,1550,7,Fri,1.84,1.23,1
Electronics,EUR,1550,7,Fri,1.84,1.23,1
Electronics,EUR,1550,7,Fri,1.84,1.23,1
Electronics,EUR,1550,7,Sat,1.84,1.23,1
Electronics,EUR,1550,7,Mon,1.84,1.23,1
Business/Industrial,EUR,743,10,Fri,1.84,1.23,1
Books,EUR,2163,10,Tue,1.84,1.23,1
Music/Movie/Game,EUR,5701,10,Mon,1.84,1.23,1
Coins/Stamps,GBP,3380,7,Thu,2.23,2.23,0
Home/Garden,GBP,53,7,Thu,2.86,1.77,1
Music/Movie/Game,GBP,2991,7,Thu,9.82,0.54,1
Home/Garden,GBP,53,7,Thu,3.02,1.77,1
Home/Garden,GBP,53,7,Thu,3.03,1.76,1
Music/Movie/Game,GBP,215,7,Thu,3.03,1.76,1
Coins/Stamps,EUR,1033,10,Fri,2.08,1.23,1
Home/Garden,GBP,53,7,Thu,3.12,1.77,1
Home/Garden,GBP,53,7,Thu,3.39,1.77,1
Collectibles,US,1,5,Fri,188.33,0.01,1
Books,EUR,1553,10,Tue,1.71,1.71,0
Toys/Hobbies,GBP,2991,7,Thu,11.6,0.54,1
Electronics,EUR,1550,7,Sat,2.46,1.23,1
Electronics,EUR,1550,7,Wed,2.46,1.23,1
Electronics,EUR,1550,7,Wed,2.46,1.23,1
Music/Movie/Game,EUR,2638,10,Tue,2.46,1.23,1
Home/Garden,GBP,53,7,Thu,3.75,1.77,1
Music/Movie/Game,GBP,1148,3,Thu,3.93,1.77,1
Music/Movie/Game,GBP,1148,3,Thu,3.93,1.77,1
Home/Garden,US,841,5,Mon,2.2,0.99,1
Music/Movie/Game,GBP,118,7,Thu,3.93,1.77,1
Home/Garden,GBP,53,7,Thu,3.94,1.76,1
Music/Movie/Game,EUR,104,7,Mon,1.83,1.83,0
Books,GBP,201,7,Thu,2.66,2.66,0
Antique/Art/Craft,US,945,7,Sun,1.49,1.49,0
Books,GBP,2731,7,Thu,2.66,2.66,0
Books,EUR,1553,10,Tue,1.83,1.83,0
Coins/Stamps,GBP,3380,7,Thu,2.68,2.68,0
Toys/Hobbies,EUR,300,10,Wed,1.84,1.84,0
Toys/Hobbies,EUR,300,10,Wed,1.84,1.84,0
Toys/Hobbies,EUR,300,10,Wed,1.84,1.84,0
Home/Garden,GBP,53,7,Thu,4.28,1.77,1
Home/Garden,GBP,53,7,Thu,4.28,1.77,1
Music/Movie/Game,EUR,1301,5,Fri,3.07,1.23,1
Music/Movie/Game,EUR,104,7,Mon,3.07,1.23,1
Music/Movie/Game,EUR,765,7,Sun,3.07,1.23,1
Books,EUR,1386,10,Sat,3.07,1.23,1
Books,EUR,15,10,Sun,3.09,1.23,1
Music/Movie/Game,GBP,429,3,Thu,3.02,2.66,1
Home/Garden,GBP,53,7,Thu,4.64,1.77,1
Clothing/Accessories,GBP,77,7,Thu,4.82,1.77,1
Music/Movie/Game,US,841,5,Mon,2.78,0.99,1
Home/Garden,GBP,53,7,Thu,5.35,1.77,1
Books,GBP,2731,7,Thu,3.57,2.66,1
Antique/Art/Craft,EUR,1553,10,Tue,2.46,1.83,1
Collectibles,EUR,221,7,Wed,3.69,1.23,1
Clothing/Accessories,EUR,41,10,Sun,3.69,1.23,1
Clothing/Accessories,EUR,41,10,Sun,3.69,1.23,1
Books,EUR,268,10,Sun,2.46,1.85,1
Music/Movie/Game,EUR,5701,10,Fri,3.7,1.23,1
Music/Movie/Game,EUR,3057,10,Mon,3.75,1.23,1
Music/Movie/Game,US,841,5,Mon,3.2,0.99,1
Home/Garden,GBP,53,7,Thu,5.71,1.77,1
Home/Garden,GBP,53,7,Thu,5.71,1.77,1
Jewelry,US,743,3,Sat,3.25,1.0,1
Clothing/Accessories,GBP,2991,7,Thu,20.52,0.54,1
Collectibles,EUR,170,7,Fri,4.3,1.23,1
Clothing/Accessories,EUR,1661,7,Wed,4.33,1.23,1
Toys/Hobbies,EUR,104,10,Fri,4.43,1.23,1
Collectibles,GBP,1954,7,Thu,6.62,1.77,1
Music/Movie/Game,GBP,293,10,Thu,6.62,1.77,1
Music/Movie/Game,GBP,1148,3,Thu,6.66,1.77,1
SportingGoods,US,2378,3,Sun,390.0,0.01,1
Music/Movie/Game,US,841,5,Mon,4.0,0.99,1
Coins/Stamps,US,5564,7,Mon,4.0,0.99,1
Jewelry,EUR,72,1,Thu,2.45,2.45,0
Jewelry,EUR,72,1,Fri,2.45,2.45,0
Computer,EUR,105,3,Sun,2.45,2.45,0
Music/Movie/Game,EUR,681,3,Sat,2.45,2.45,0
Automotive,US,3114,3,Sat,1.99,1.99,0
Clothing/Accessories,EUR,24,7,Sat,2.45,2.45,0
Health/Beauty,EUR,70,7,Fri,2.45,2.45,0
Health/Beauty,EUR,70,7,Sat,2.45,2.45,0
Health/Beauty,EUR,70,7,Mon,2.45,2.45,0
Health/Beauty,EUR,70,7,Wed,2.45,2.45,0
Music/Movie/Game,EUR,104,7,Thu,2.45,2.45,0
Computer,EUR,105,7,Thu,2.45,2.45,0
Music/Movie/Game,EUR,205,7,Fri,2.45,2.45,0
Music/Movie/Game,EUR,205,7,Fri,2.45,2.45,0
Music/Movie/Game,EUR,205,7,Fri,2.45,2.45,0
Music/Movie/Game,EUR,205,7,Fri,2.45,2.45,0
EverythingElse,US,212,7,Fri,1.99,1.99,0
Toys/Hobbies,GBP,2731,7,Thu,3.55,3.55,0
Coins/Stamps,GBP,3380,7,Thu,3.55,3.55,0
Coins/Stamps,GBP,3380,7,Thu,3.55,3.55,0
Toys/Hobbies,US,3385,7,Sat,1.99,1.99,0
Toys/Hobbies,US,3385,7,Sat,1.99,1.99,0
Toys/Hobbies,US,3385,7,Sat,1.99,1.99,0
Toys/Hobbies,US,3385,7,Sat,1.99,1.99,0
Toys/Hobbies,US,3385,7,Sat,1.99,1.99,0
Toys/Hobbies,US,3385,7,Sat,1.99,1.99,0
Toys/Hobbies,US,3385,7,Sat,1.99,1.99,0
Toys/Hobbies,US,3385,7,Sat,1.99,1.99,0
Home/Garden,EUR,5350,7,Sat,2.45,2.45,0
Home/Garden,EUR,5350,7,Mon,2.45,2.45,0
Toys/Hobbies,US,9003,7,Mon,1.99,1.99,0
Antique/Art/Craft,EUR,18,10,Sun,2.45,2.45,0
Antique/Art/Craft,EUR,18,10,Sun,2.45,2.45,0
Antique/Art/Craft,EUR,18,10,Sun,2.45,2.45,1
Toys/Hobbies,EUR,300,10,Wed,2.45,2.45,0
Collectibles,EUR,578,10,Sun,2.45,2.45,0
Collectibles,EUR,578,10,Sun,2.45,2.45,0
Collectibles,EUR,578,10,Mon,2.45,2.45,0
Collectibles,EUR,578,10,Mon,2.45,2.45,0
Collectibles,EUR,578,10,Mon,2.45,2.45,0
Collectibles,EUR,578,10,Mon,2.45,2.45,0
Collectibles,EUR,884,10,Mon,2.45,2.45,1
Collectibles,EUR,884,10,Mon,2.45,2.45,1
Collectibles,EUR,1545,10,Mon,2.45,2.45,0
Collectibles,EUR,1545,10,Mon,2.45,2.45,0
Collectibles,EUR,1545,10,Thu,2.45,2.45,0
Computer,EUR,2382,10,Sun,2.45,2.45,0
Antique/Art/Craft,EUR,2507,10,Sun,2.45,2.45,0
Antique/Art/Craft,EUR,2507,10,Sun,2.45,2.45,0
SportingGoods,EUR,4366,10,Mon,2.45,2.45,0
Automotive,EUR,5701,10,Mon,2.45,2.45,0
Electronics,EUR,5701,10,Fri,2.45,2.45,0
Electronics,EUR,5701,10,Mon,2.45,2.45,0
Music/Movie/Game,EUR,5701,10,Sun,2.45,2.45,0
Music/Movie/Game,EUR,5701,10,Sun,2.45,2.45,0
Toys/Hobbies,EUR,5827,10,Wed,2.45,2.45,0
Toys/Hobbies,EUR,5827,10,Wed,2.45,2.45,0
Toys/Hobbies,EUR,5827,10,Wed,2.45,2.45,0
Music/Movie/Game,US,3277,3,Sun,2.0,2.0,1
Music/Movie/Game,EUR,1301,5,Fri,4.92,1.23,1
Antique/Art/Craft,US,52,7,Fri,2.0,2.0,0
Music/Movie/Game,EUR,130,7,Sun,2.46,2.46,0
Home/Garden,GBP,376,7,Thu,3.57,3.57,0
Collectibles,US,2695,7,Fri,2.0,2.0,0
Collectibles,US,2695,7,Sat,2.0,2.0,0
Collectibles,US,2695,7,Sat,2.0,2.0,0
Collectibles,US,2695,7,Sat,2.0,2.0,0
Collectibles,US,2696,7,Mon,2.0,2.0,0
Antique/Art/Craft,US,4390,7,Mon,2.0,2.0,0
Home/Garden,GBP,53,7,Thu,7.5,1.77,1
Pottery/Glass,GBP,107,10,Thu,7.5,1.77,1
Home/Garden,GBP,53,7,Thu,7.51,1.77,1
Music/Movie/Game,US,841,5,Mon,4.25,0.99,1
Music/Movie/Game,US,841,5,Mon,4.25,0.99,1
Automotive,US,2162,5,Sun,2.24,1.99,1
Toys/Hobbies,US,3385,7,Sat,2.24,1.99,1
Toys/Hobbies,US,3385,7,Sat,2.24,1.99,1
Home/Garden,EUR,54,5,Sat,5.53,1.23,1
Music/Movie/Game,EUR,1301,7,Sun,5.6,1.23,1
Music/Movie/Game,EUR,1301,7,Sun,5.66,1.23,1
Music/Movie/Game,GBP,17,7,Thu,8.39,1.77,1
Music/Movie/Game,GBP,1842,10,Thu,8.39,1.77,1
Collectibles,US,2696,7,Mon,2.34,2.0,1
Collectibles,US,5703,10,Sun,9.57,0.5,1
Toys/Hobbies,EUR,2507,7,Fri,3.06,2.45,1
Collectibles,EUR,1545,10,Mon,3.06,2.45,1
Home/Garden,EUR,5350,5,Fri,3.07,2.44,1
Music/Movie/Game,EUR,205,7,Fri,3.07,2.44,1
Clothing/Accessories,EUR,569,10,Thu,3.07,2.44,1
Collectibles,EUR,1545,10,Mon,3.07,2.44,1
Jewelry,US,1124,3,Sun,2.5,2.0,1
Books,EUR,83,10,Fri,6.47,1.23,1
Coins/Stamps,GBP,3380,7,Thu,4.82,3.55,1
Music/Movie/Game,US,841,5,Mon,5.5,0.99,1
Music/Movie/Game,US,841,5,Mon,5.5,0.99,1
Music/Movie/Game,US,841,5,Mon,5.5,0.99,1
Music/Movie/Game,GBP,17,7,Thu,9.82,1.77,1
Toys/Hobbies,GBP,1768,7,Thu,9.82,1.77,1
Home/Garden,GBP,670,7,Thu,9.83,1.77,1
Toys/Hobbies,US,3385,7,Sat,2.75,1.99,1
Collectibles,US,2695,7,Sat,2.75,2.0,1
Collectibles,EUR,442,10,Wed,6.76,1.23,1
Jewelry,EUR,5701,10,Mon,6.76,1.23,1
Collectibles,GBP,88,7,Thu,9.83,1.78,1
Toys/Hobbies,US,3385,7,Sat,2.8,1.99,1
Music/Movie/Game,US,3277,3,Sun,2.8,2.0,1
Automotive,EUR,526,10,Tue,6.89,1.23,1
Music/Movie/Game,US,841,5,Mon,6.01,0.99,1
Collectibles,EUR,1545,10,Wed,3.69,2.45,1
Collectibles,EUR,1545,10,Tue,3.69,2.45,1
Electronics,EUR,5701,10,Wed,3.69,2.45,1
Computer,EUR,863,10,Fri,3.7,2.45,1
Automotive,EUR,526,10,Thu,7.39,1.23,1
Collectibles,EUR,1545,10,Mon,3.73,2.45,1
Collectibles,EUR,920,3,Fri,7.59,1.23,1
Music/Movie/Game,GBP,105,7,Thu,4.44,4.44,0
Music/Movie/Game,GBP,105,7,Thu,4.44,4.44,0
Toys/Hobbies,US,3277,3,Sun,6.27,0.99,1
Collectibles,US,510,3,Sun,2.5,2.5,0
Computer,US,366,5,Mon,2.5,2.5,0
Home/Garden,EUR,1402,7,Fri,3.07,3.07,0
Coins/Stamps,EUR,300,10,Wed,3.87,2.44,1
